OperatorInfo;UsageTypeTitle;AddressInfo/Title;AddressInfo1;AddressInfo2;AddressInfo/Latitude;AddressInfo/Longitude;NumberOfPoints;ConnectionType;ConnectionAmps;ConnectionVoltage;ConnectionPowerKW
Tesla Motors (Worldwide);Public - Membership Required;El Meson de Fuencarral;Carretera de Colmenar Viejo;;40529708;-3693392;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial la Vital;Avenida de la Vital;;38968608;-169168;2;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Club Nautico Moraira;Puerto de Moraira;;38687277;137069;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Palacio Infante Don Juan Manuel Hotel Spa;Calle Infante Don Juan Manuel;;39560724;-2702476;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Hotel Barcelo Cabo de Gata;Calle de los Juegos de Casablanca;;36838467;-2323943;1;Tesla (Model S onwards);32;230;14
Tesla Motors (Worldwide);Public - Membership Required;Gran Hotel Guadalpin Banus;Calle Edgar Neville;;36483151;-4966371;1;Tesla (Model S onwards);32;400;22
Amersam;Public - Membership Required;Pavelló OlÃ­mpic Municipal;Carrer de Mallorca, 8;;41139989;1112131;2;Mennekes (Type 2);32;220;7
(Business Owner at Location);Private - For Staff, Visitors or Customers;Mercadona Valdespartera Zaragoza;Calle El Limpiabotas, 1;;4.16226E+14;-9.36731E+14;5;Mennekes (Type 2);32;240;7.2
Tesla Motors (Worldwide);Public - Notice Required;Hotel Flamingo Oasis;Avda. Doctor Severo Ochoa;;38541464;-1050079;1;Tesla (Model S onwards);32;400;22
(Unknown Operator);(Unknown);Punt de cÃ rrega;Carrer Major, 54;;41744399;1805353;1;Mennekes (Type 2);;;22
Fenie EnergÃ­a (Spain);Public - Membership Required;Paseo de Florencia;Paseo de Florencia;;37969791;-1128271;1;Mennekes (Type 2);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Swiss Hotel Moraira;Calle Haya;;38692952;109829;1;Tesla (Model S onwards);32;230;14
Tesla Motors (Worldwide);Public - Membership Required;Hotel H10 Vintage Salou;Calle Birmingham;;41077728;1143188;1;Tesla (Model S onwards);32;400;22
Fenie EnergÃ­a (Spain);Public - Membership Required;Ayuntamiento de Murcia (plaza Circular);Plaza Circular 9 - 30008;;37993275;-1130651;1;Mennekes (Type 2);32;400;22
Fenie EnergÃ­a (Spain);Public - Membership Required;SabiÃ±anigo;SabiÃ±anigo;;42525995;-360912;1;Mennekes (Type 2);32;230;7
Fenie EnergÃ­a (Spain);Public - Membership Required;Hotel Rural Mas del Cuqello-964762501;Hotel Rural Mas del Cuqello;;40235375;-87543;1;Mennekes (Type 2);32;400;22
Fenie EnergÃ­a (Spain);Public - Membership Required;Instaladora Imaber S.L;Calle Conradors 38h Pol.ind. CÂ´an Robiol;;39624818;2720382;1;Mennekes (Type 2);32;230;7
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Ramon Park Hotel Y Restaurante;Cami de Juncadella;;41779178;1831411;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;La Seu d'Urgell Supercharger;40 Carrer del Bisbe Benlloch;;42358932;1462817;10;Tesla Supercharger;;;120
(Unknown Operator);Public;Estación de Servicio A3 81;Calle Sudafrica;PolÃ­gono Industrial el Portal;3.66534E+14;-6.13327E+14;2;Mennekes (Type 2);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel Spa Playaballena;Avd Juan Carlos I;;36689131;-6416068;1;Tesla (Model S onwards);32;230;9
Tesla Motors (Worldwide);Public - Membership Required;Can Bonastre Wine Resort;Finca Can Bonastre Santa Magdalena;;4150907;1788685;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel Monumento Pazo de Orbán;Rua Do MiÃ±o;;4301018;-7560248;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;AlmuÃ±écar Playa Spa Hotel;Avenida Mar de Plata;;36732207;-369735;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial Glories (PKG-1);Carrer del PerÃº;;41404389;2190296;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel la Fuente de la Higuera;Partido de los Frontones;;36786686;-5166013;2;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Hotel Restaurante la Carreta;A-3;;39474838;-613776;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial l'Aljub;Carrer Jacarilla;;38262308;-721015;2;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Getafe Supercharger;23 Av. Ada Lovelace Getafe;;4029037;-369629;8;Tesla Supercharger;;;120
Fenie EnergÃ­a (Spain);Public - Membership Required;Instalaciones Eléctricas Borrás Tomás;Instalaciones Eléctricas Borrás Tomás;;39000485;-522903;1;Mennekes (Type 2);16;230;4
Fenie EnergÃ­a (Spain);Public - Membership Required;Lizarraga;Lizarraga;;42873809;-2035591;1;Mennekes (Type 2);16;230;4
Fenie EnergÃ­a (Spain);Public - Membership Required;Ayto. LogroÃ±o;Avenida de la Rioja 1;;42463949;-2446796;1;Mennekes (Type 2);32;400;22
Fenie EnergÃ­a (Spain);Public - Membership Required;Berrioplano;Calle Nuestra SeÃ±ora de la Purificación S/N CP 31195;;42853954;-1691986;1;Mennekes (Type 2);32;230;7
Tesla Motors (Worldwide);Public - Notice Required;Hotel Playa Sol;Platja Es Pianc;;42287694;3281913;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Pazo Da Merced;Pazo Da Merced;;43492998;-8162273;2;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Hotel Reimar Rooms and Residences;Passeig Torre Valentina;;41838194;309309;1;Tesla (Model S onwards);32;230;10
Tesla Motors (Worldwide);Public - Membership Required;Parking&apartosuites Jardines de Sabatini;Cuesta de San Vicente;;40421088;-371479;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial Habaneras;Avenida Rosa Mazon Valero;;37989691;-687735;2;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Casa Da Feira - Turismo Rural;Lugar Da Portaxe;;41909257;-8074;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Hotel-Restaurante Arcos de Quejana;Ctra. Beotegui;;43080528;-3072545;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Hotel Intur Castellon;Carrer d'Herrero;;39981619;-39607;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Hotel Puerta de Bilbao;Rio CastaÃ±os;;43287499;-2998635;2;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Notice Required;Senator Hotel Parque Central;Plaza de Manuel Sanchis Guarner;;39457599;-375459;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Hotel O'semaforo Finisterre;Carretera del Faro;;4288314;-9271944;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Senator Barcelona Spa Hotel;Carrer del Cardenal Reig;;4137769;21136;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial Espacio Torrelodones;Av. de la Fontanilla;;40569583;-3920729;2;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Casa Rural Costa Caion;Campo Da Costa;;43309212;-8615173;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel los Monteros Spa & Golf Resort;Carretera de Cadiz;;36506077;-4824983;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel Carlton;Plaza Federico Moyua;;43262414;-2934899;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Metropolitan Iradier;Carrer de les Escoles;;41404989;2126534;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Mónnatura Pirineus;Calle Unic;;42618163;1080852;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;B&B Hotel Albacete;Av. Escritor Rodrigo Rubio;;39007843;-188328;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial Moraleja Green;Av. de Europa;;40519275;-3656531;2;Tesla (Model S onwards);32;400;22
Fenie EnergÃ­a (Spain);Public - Membership Required;Ense Conil;Ense Conil;;36342016;-6095611;1;Mennekes (Type 2);32;400;22
(Unknown Operator);Public;Leroy Merlin;Camino de la Paloma, 25;;37938479;-1148983;2;Mennekes (Type 2);16;230;3.7
(Unknown Operator);Public;Aparcamiento GRUA MUNICIPAL;Av. de los Pinos, 2;;37996686;-1135772;2;CEE 7/4 - Schuko - Type F;16;230;3.7
(Unknown Operator);Public;Centro Comercial El Tiro;Ronda Parque Universidad, 4;;38016313;-1163907;5;CEE 7/4 - Schuko - Type F;16;230;3.7
(Business Owner at Location);Public;Volkswagen cars dealer;Av. Dr. Pedro Guillén, 7;;38005912;-1145167;2;Mennekes (Type 2. Tethered Connector);20;250;5
Tesla Motors (Worldwide);Public - Membership Required;Almaraz Supercharger;KM 200;;39791678;-5695391;10;Tesla Supercharger;;;120
Fenie EnergÃ­a (Spain);Public - Membership Required;Campo Futbol Pina;CamÃ­ Son Perot 07210;;39595813;2925869;1;Mennekes (Type 2);32;400;22
Fenie EnergÃ­a (Spain);Public - Membership Required;Ayuntamiento Palau-Solita I Plegamans;Ayuntamiento Palau;;41586112;2176509;1;Mennekes (Type 2);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel Class Valls;Hotel Class Valls;;41299504;1261364;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Duques de Medinaceli;Duques de Medinaceli;;3660518;-6220968;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel Casona de la Paca;El Pito;;43554327;-6144235;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Notice Required;B&B Hotel Fuenlabrada;Calle de Valparaiso;;40284169;-3785185;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Hotel Barosse;Calle Estiras;;42546625;-527535;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel Izan Trujillo;Plaza del Campillo;;39458891;-587761;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Mas Falgarona Hotel & Spa;Cami de Llers;;42260149;2905651;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Castilla Termal Monasterio de Valbuena;Castilla Termal Monasterio de Valbuena;;41629562;-4261603;1;Tesla (Model S onwards);32;230;14
Tesla Motors (Worldwide);Public - Membership Required;Hotel la Manga Club Principe Felipe;Hotel la Manga Club Principe Felipe;;37604401;-802741;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Casa Rural RÃºstic Vilella;Cal Pere Vilella S/N;;42249684;1820553;1;Tesla (Model S onwards);32;230;11
Tesla Motors (Worldwide);Public - Membership Required;Hotel Mirador;Plaza de Sant Pere;;42391831;1687148;1;Tesla (Model S onwards);32;230;17
POLAR (UK);Public - Membership Required;Cargacoches-Calle Condesa de Venadito;Cargacoches-Calle Condesa de Venadito;;40444744;-3653601;2;Mennekes (Type 2);32;230;7
Fenie EnergÃ­a (Spain);Public - Membership Required;Conseill Insular de Ibiza;Conseill Insular de Ibiza;;38908744;1424674;1;Mennekes (Type 2);32;400;22
Fenie EnergÃ­a (Spain);Public - Membership Required;Conseill Insular de Ibiza;Felip Curtoys I Valls NÂº 9 07800;;38901976;1409851;1;Mennekes (Type 2);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;B&B Hotel Figueres;Avinguda de Roses;;42266522;2998114;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Hotel B&B Girona;Cami Dels Carlins;;41965813;2783274;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Hotel Silken Puerta Madrid;Calle de Juan Rizi;;40447802;-363562;2;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Hotel VP Plaza EspaÃ±a Design;Plaza EspaÃ±a;;40422713;-3711732;5;Tesla (Model S onwards);32;400;22
Fenie EnergÃ­a (Spain);Public - Membership Required;Ayuntamiento de Sant LlorenÃ§;Calle Lepant 16;;39610882;3281786;2;Mennekes (Type 2);32;230;7
Fenie EnergÃ­a (Spain);Public - Membership Required;Peumovil;Peumovil;;38539836;-171658;1;Mennekes (Type 2);32;230;7
Fenie EnergÃ­a (Spain);Public - Membership Required;Sarauto;Sarauto;;4174985;1862433;1;Mennekes (Type 2);32;230;7
Fenie EnergÃ­a (Spain);Public - Membership Required;Parking Escuela San Anton 1;Parking Escuela San Anton 1;;40424175;-3699349;1;Mennekes (Type 2);32;230;7
Fenie EnergÃ­a (Spain);Public - Membership Required;Parking Escuela San Anton 3;Parking Escuela San Anton 3;;40424295;-369929;1;Mennekes (Type 2);32;230;7
Fenie EnergÃ­a (Spain);Public - Membership Required;Enilec;Enilec;;38685977;-474025;1;Mennekes (Type 2);32;400;22
Fenie EnergÃ­a (Spain);Public - Membership Required;Parking Escuela San Anton 2;Parking Escuela San Anton 2;;40424222;-3699314;1;Mennekes (Type 2);32;230;7
(Unknown Operator);Public - Membership Required;Camp del Cellerot;Camp del Cellerot;;41341532;1701114;2;CHAdeMO;62;400;25
(Unknown Operator);Public - Membership Required;Parking de l'Hort del TÃ rrech;Raval de Sant Rafael 71;;41214841;1135951;2;Mennekes (Type 2);16;400;11
Fenie EnergÃ­a (Spain);Public - Membership Required;Marisqueria Circulo;Marisqueria Circulo;;40379074;-3778919;1;Mennekes (Type 2);32;400;13.8
Tesla Motors (Worldwide);Public - Membership Required;Atalaya Golf & Country Club;Atalaya Golf & Country Club;;36482533;-5016882;1;Tesla (Model S onwards);32;400;22
Fenie EnergÃ­a (Spain);Public - Membership Required;Ayuntamineto de Capdepera;Carrer Ciutat NÃšM. 3 07580;;39702231;3432532;1;Mennekes (Type 2);32;230;7
Fenie EnergÃ­a (Spain);Public - Membership Required;Pimer;Pimer;;4247251;-2417276;1;Mennekes (Type 2);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Sh Villa Gadea;Partida Villa Gadea;;38620606;-27147;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel Restaurant Can Boix de Peramola;Can Boix;;42071122;1275702;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Senator BanÃºs Spa Hotel;Crta Nacional 340;;36466209;-5024751;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Notice Required;Sono Apartamentos;Avenida Els Tremolencs;;41698343;2276347;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial Abc Serrano;Calle de Serrano;;40432498;-368678;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Sh Valencia Palace;Passeig de l'Albereda;;39467556;-360013;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Sofraga Palacio Restaurante;Calle Lopez NuÃ±ez;;40657685;-4697594;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Senator Cadiz Spa Hotel;Calle Rubio Y Diaz;;36532559;-6293808;1;Tesla (Model S onwards);32;230;17
Fenie EnergÃ­a (Spain);Public - Membership Required;Tab Spain SL;Tab Spain SL;;41524312;2146536;1;Mennekes (Type 2);32;400;22
Fenie EnergÃ­a (Spain);Public - Membership Required;Can Picafort Correus;Can Picafort Correus;;39765032;3157901;1;Mennekes (Type 2);32;400;22
(Unknown Operator);Public - Membership Required;Carretera de Madrid;Carretera de Madrid;;4.06621E+15;-4.71206E+15;1;Mennekes (Type 2);20;220;13
Fenie EnergÃ­a (Spain);Public - Membership Required;Ayuntamiento Cómpeta;Ayuntamiento Cómpeta;;36832945;-3976299;1;Mennekes (Type 2);32;230;7
Tesla Motors (Worldwide);Public - Membership Required;Admiral Casino & Lodge;Carretera Cadiz-Malaga;;36230654;-5357473;2;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;El Corte Ingles Malaga;Calle Hilera;;3671865952;-443010807;2;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Bodega los Aljibes;Camino de Chinchilla A Pinilla;;38779279;-1589638;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Senator Granada Spa Hotel;Paseo Violon;;37165901;-3600441;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial Islazul;Calle Calderilla;;40363669;-3739337;2;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Senator Marbella Spa Hotel;Av. Bulevar PrÃ­ncipe Alfonso de Hohenloh;;36509731;-4903906;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;B&B Hotel Valencia Aeropuerto;Ciutat de Lliria;;39512345;-453746;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel Ametlla Mar;Cala Bon Capó;;40875465;793078;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel Palacio San Facundo;Plaza San Facundo;;40950218;-4120307;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel Senator Barajas;Calle Galeon;;4045869;-3582419;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;B&B Hotel Granollers;Calle Valldoriof;;41614222;2304058;1;Tesla (Model S onwards);16;400;11
Fenie EnergÃ­a (Spain);Public - Membership Required;Hotel Amoros;Hotel Amoros;;3971027;3458504;1;Mennekes (Type 2);32;230;7
Tesla Motors (Worldwide);Public - Membership Required;Bembibre Supercharger;1 Camino Real;;42623488;-6453124;8;Tesla Supercharger;;;120
Fenie EnergÃ­a (Spain);Public - Membership Required;Aielpa Las Palmas;Centro Comercial Las Arenas;;28128453;-15448763;1;Mennekes (Type 2);32;230;7
Fenie EnergÃ­a (Spain);Public - Membership Required;Colegio Almedia;Colegio Almedia;Callosa d'en SarriÃ ;38654498;-123746;1;Mennekes (Type 2);32;400;22
Fenie EnergÃ­a (Spain);Public - Membership Required;Ajuntament de Vila-Seca;Passeig de Pau Casals;Vila-seca;41070636;1178178;1;Mennekes (Type 2);32;400;22
Fenie EnergÃ­a (Spain);Public - Membership Required;GrÃºas Margarita;GrÃºas Margarita;;37470385;-4571025;1;Mennekes (Type 2);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Majestic Hotel & Spa Barcelona GL;Passeig de Gracia;;41393632;2164516;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Ibis Barcelona Cornellá;Carrer Albert Einstein;;41348666;2081894;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel Benabola;Calle Benabola;;36485294;-4954906;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Notice Required;Hotel Vincci Soho;Calle del Prado;;40415024;-3698171;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Notice Required;Bodegas Benjamin de Rothschild & Vega Sicilia;Paraje de San Millan;;42576977;-2662853;1;Tesla (Model S onwards);32;400;22
Fenie EnergÃ­a (Spain);Public - Membership Required;Ayuntamiento Sencelles;PlaÃ§a Nova S/N 07140;;3.96472E+13;2.89996E+12;1;Mennekes (Type 2);32;230;7
Fenie EnergÃ­a (Spain);Public - Membership Required;Jaime Signes S.L.;Avinguda de la Marina Alta;Marina Alta;38775141;85907;1;Mennekes (Type 2);32;230;7
Fenie EnergÃ­a (Spain);Public - Membership Required;Ajuntament de Porreres;CamÃ­ de Marina S/N 07260;;39517859;3020231;1;Mennekes (Type 2);32;230;7
